Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,UnderLimit
2016-02-05,402,402.33,394,396.33,425300,,,
2016-02-08,387,391.33,384.67,388,374300,,,
2016-02-09,376.67,378,367.33,369,381900,,,
2016-02-10,370,373.33,356.33,361,487500,,,
2016-02-12,339.33,341.67,333.33,333.67,858000,,,
2016-02-15,353.67,355.33,340.67,352,697100,,,
2016-02-16,352,353,335.33,337,1179100,,,
2016-02-17,335.33,338.33,329.67,332,818700,,,
2016-02-18,341,352.67,338.33,351,643100,,,
2016-02-19,351,351.67,345.67,349.33,650900,,,
2016-02-22,348.67,349,338.67,342.33,463000,,,
2016-02-23,344,346.33,338.67,339.33,278200,,,
2016-02-24,337,337.33,332.33,333.67,634900,,,
2016-02-25,335.67,336.67,331.67,336.33,610100,,,
2016-02-26,336,336.33,331.67,331.67,925400,,,
2016-02-29,333,333.67,325,325,1296400,,,
2016-03-01,323.33,324.33,307,308,1961800,,,
2016-03-02,314,318,310.33,317.33,984600,,,
2016-03-03,322,345.67,322,342,1077300,,,
2016-03-04,349.33,370.33,344.67,369.67,1364700,,,
2016-03-07,380,394.33,376.67,377.67,1429200,,,
2016-03-08,375,375.33,360.33,369.33,773900,,,
2016-03-09,362.67,362.67,355,357.67,667700,,,
2016-03-10,366.67,375,364.33,374.33,533300,,,
2016-03-11,366,374.67,363.67,373.67,685500,,,
2016-03-14,383.67,390.33,383.67,390.33,637500,,,
2016-03-15,392.67,397.67,391,394.33,840000,,,
2016-03-16,392.33,398,390.33,396.33,318000,,,
2016-03-17,396.33,401,396,400.67,850100,,,
2016-03-18,399.33,418.33,398.67,415.67,1240000,,,
2016-03-22,423.33,424,411.33,418,903200,,,
2016-03-23,416.67,416.67,394,402.33,1007500,,,
2016-03-24,398.33,401.33,393.67,396.33,600500,,,
2016-03-25,396.33,397.33,378,390.33,838000,,,
2016-03-28,390.33,397.33,389.67,392,517600,,,
2016-03-29,371.33,383,364,381,912600,,,
2016-03-30,380,381,365.67,365.67,779800,,,
2016-03-31,370.33,376.67,367.67,370.67,582600,,,
2016-04-01,368.33,368.33,351.67,353.33,820900,,,
2016-04-04,352,362.33,342.67,345,639400,,,
2016-04-05,340.67,342.33,333.67,334,471700,,,
