DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-11,13:00:00,2331,25014000000,247.09,2741.27,,0.576,55522000000,-38452000000,-12714000000
2021-06-08,15:00:00,2331,25014000000,247.09,2741.27,,0.576,55522000000,-38452000000,-12714000000
2021-07-30,14:00:00,2331,6098000000,60.24,2763.38,76.0,0.595,-2126000000,-1937000000,-2349000000
2021-10-29,11:00:00,2331,16097000000,159.01,2865.6,76.0,0.611,21120000000,-4858000000,-8945000000
2022-01-28,14:00:00,2331,23136000000,228.54,2895.63,76.0,0.59,18326000000,-8851000000,-11822000000
2022-05-13,13:00:00,2331,28964000000,286.11,2964.85,,0.615,42736000000,-14093000000,-18183000000
2022-07-29,14:00:00,2331,4454000000,44.0,2971.12,86.0,0.604,6917000000,-11787000000,-5745000000
2022-10-28,11:00:00,2331,9761000000,96.43,3024.6,86.0,0.618,12479000000,-16080000000,-10032000000
2023-01-31,15:00:00,2331,15783000000,155.91,3040.65,86.0,0.582,17574000000,-19948000000,-13524000000
2023-05-12,15:00:00,2331,23950000000,236.58,3110.52,,0.609,31682000000,-24818000000,-19380000000
2023-07-28,15:00:00,2331,5195000000,10.26,627.6,17.2,0.617,18287000000,-1839000000,-3962000000
2023-10-31,15:00:00,2331,11852000000,23.46,639.18,17.4,0.62,34757000000,-7358000000,-12962000000
2024-01-31,15:00:00,2331,18442000000,36.62,643.18,17.4,0.597,29548000000,-12938000000,-14088000000
2024-05-14,15:00:00,2331,27327000000,54.34,704.97,,0.622,56063000000,-16913000000,-21503000000
2024-08-06,15:00:00,2331,4288000000,8.6,695.45,24.8,0.61,16412000000,-4217000000,-9208000000
2024-11-06,15:30:00,2331,10091000000,20.45,699.49,24.8,0.6,19814000000,-4464000000,-25345000000
2025-02-04,15:30:00,2331,17519000000,35.71,704.23,24.8,0.572,30437000000,-10494000000,-27887000000
2025-05-13,14:00:00,2331,26630000000,52.95,687.34,,0.602,56063000000,-16913000000,-21503000000
2025-05-13,14:00:00,2331,4168000000,8.36,677.27,24.8,0.59,16412000000,-4217000000,-9208000000
2025-05-13,14:00:00,2331,17160000000,34.98,685.11,24.8,0.553,30437000000,-10494000000,-27887000000
2025-05-13,14:00:00,2331,9852000000,19.96,680.67,24.8,0.58,19814000000,-4464000000,-25345000000
2025-05-13,15:30:00,2331,27105000000,55.41,697.96,,0.591,42647000000,-15550000000,-36309000000
2025-08-05,15:30:00,2331,6435000000,13.27,698.06,27.2,0.587,5717000000,-7243000000,166000000
2025-11-05,15:30:00,2331,14607000000,30.1,717.77,29.2,0.601,21651000000,-11433000000,-9790000000
2026-02-03,15:30:00,2331,23673000000,48.76,723.88,29.2,0.575,35501000000,-15759000000,-13553000000
