Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
8334,2021-03-31,2021-03-22,,,,,,,,,,,,,,,,,,,,,18500000000,12000000000,28.57,,,,,
8334,2021-03-31,2021-05-12,2022-03-31,143316000000,,20082000000,13501000000,32.14,,10615756000000,548093000000,0.052,1303.93,1987175000000,-498369000000,-5161000000,2324903000000,13.0,,,,,,,,,,35000000000,24000000000,57.1
8334,2022-03-31,2021-08-03,,44767000000,,17095000000,11467000000,27.28,,10738229000000,558954000000,0.052,,,,,,,14.0,,,,35000000000,24000000000,57.1,,,,,
8334,2022-03-31,2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,2022-03-31,2021-11-08,,77559000000,,23635000000,15371000000,36.56,,10827624000000,563277000000,0.052,,,,,,,14.0,,,,37000000000,26000000000,61.83,,,,,
8334,2022-03-31,2022-02-03,,113437000000,,33212000000,23417000000,55.83,,11074330000000,557143000000,0.05,,,,,,,14.0,,,,37000000000,26000000000,62.22,,,,,
8334,2022-03-31,2022-05-11,2023-03-31,150197000000,,39111000000,26436000000,63.33,,11148539000000,529256000000,0.047,1288.78,459588000000,-127807000000,-9281000000,2647506000000,14.0,,,,,,,,,,39000000000,27000000000,65.75
8334,2023-03-31,2022-08-02,,46031000000,,11932000000,8612000000,20.97,,10296231000000,507626000000,0.049,,,,,,,16.0,,,,39000000000,27000000000,65.75,,,,,
8334,2023-03-31,2022-11-09,,91507000000,,18200000000,13793000000,33.58,,9981040000000,497915000000,0.05,,,,,,,18.0,,,,37500000000,27000000000,65.72,,,,,
8334,2023-03-31,2023-02-03,,132698000000,,29705000000,22220000000,54.13,,10109648000000,482888000000,0.048,,,,,,,18.0,,,,37500000000,27000000000,65.87,,,,,
8334,2023-03-31,2023-05-10,2024-03-31,176589000000,,38316000000,27933000000,68.19,,10662300000000,515810000000,0.048,1268.77,-656166000000,-153319000000,-8066000000,1829954000000,18.0,,,,,,,,,,40000000000,28000000000,68.87
8334,2024-03-31,2023-08-01,,54785000000,,12566000000,9016000000,22.37,,10752887000000,531883000000,0.049,,,,,,,20.0,,,,40000000000,28000000000,70.2,,,,,
8334,2024-03-31,2023-11-08,,106347000000,,19673000000,14858000000,37.14,,10552363000000,522394000000,0.05,,,,,,,22.0,,,,40000000000,28000000000,70.28,,,,,
8334,2024-03-31,2024-02-05,,156066000000,,33909000000,24630000000,61.84,,10674792000000,537184000000,0.05,,,,,,,22.0,,,,42000000000,30000000000,75.6,,,,,
8334,2024-03-31,2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,2024-03-31,2024-05-09,2025-03-31,200356000000,,43788000000,31125000000,78.43,,10818218000000,573095000000,0.053,1460.16,-394524000000,411002000000,-15929000000,1830503000000,22.0,,,,,,,,,,51500000000,35000000000,89.17
8334,2025-03-31,2024-08-01,,56724000000,,16037000000,11162000000,28.59,,10926809000000,558168000000,0.051,,,,,,,28.0,,,,51500000000,35000000000,90.11,,,,,
8334,2025-03-31,2024-11-01,,,,,,,,,,,,,,,,,,,,,57500000000,40000000000,103.71,,,,,
8334,2025-03-31,2024-11-11,,110759000000,,32248000000,22917000000,58.94,,10646941000000,567915000000,0.053,,,,,,,40.0,,,,57500000000,40000000000,103.71,,,,,
8334,2025-03-31,2025-02-04,,166315000000,,45062000000,31872000000,82.4,,10611961000000,567224000000,0.053,,,,,,,40.0,,,,57500000000,40000000000,103.71,,,,,
8334,2025-03-31,2025-02-26,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,
8334,2025-03-31,2025-05-08,2026-03-31,220435000000,,62029000000,43900000000,113.82,,10557174000000,562937000000,0.053,1472.16,-597110000000,54957000000,-32295000000,1256054000000,45.0,,,,,,,,,,70000000000,49000000000,128.14
8334,2026-03-31,2025-07-29,,66968000000,,20010000000,14060000000,36.77,,10625557000000,579495000000,0.055,,,,,,,50.0,,,,70000000000,49000000000,128.62,,,,,
8334,2026-03-31,2025-09-25,,,,,,,,,,,,,,,,,60.0,,,,78000000000,55000000000,144.7,,,,,
8334,2026-03-31,2025-11-10,,131622000000,,40582000000,27854000000,72.98,,10666018000000,599010000000,0.056,,,,,,,60.0,,,,78000000000,55000000000,144.7,,,,,
8334,2026-03-31,2026-02-03,,199298000000,,65112000000,44791000000,117.69,,10773279000000,605541000000,0.056,,,,,,,60.0,,,,78000000000,55000000000,144.7,,,,,
