DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-02,15:30:00,2471,250000000,3.17,56.3,4.1,0.391,,,
2021-07-02,15:30:00,2471,780000000,9.88,63.01,4.1,0.414,435000000,-1012000000,199000000
2021-10-04,15:30:00,2471,1267000000,16.05,69.18,4.1,0.409,,,
2021-11-11,15:30:00,2471,,,,6.0,,,,
2022-01-13,15:30:00,2471,1881000000,23.81,76.94,,0.397,2195000000,-2514000000,1742000000
2022-04-04,15:30:00,2471,447000000,5.66,76.6,8.0,0.381,,,
2022-07-05,15:30:00,2471,1030000000,13.05,84.43,8.0,0.41,1562000000,-1417000000,-149000000
2022-10-04,15:30:00,2471,1444000000,18.29,89.73,8.0,0.424,,,
2023-01-12,15:30:00,2471,1809000000,22.9,94.14,,0.437,2862000000,-2850000000,-737000000
2023-04-04,15:30:00,2471,288000000,3.66,89.8,10.0,0.406,,,
2023-07-05,15:30:00,2471,1030000000,13.05,99.19,10.0,0.386,1413000000,-2321000000,2188000000
2023-10-04,15:30:00,2471,1385000000,17.53,103.67,10.0,0.418,,,
2024-01-12,15:30:00,2471,2026000000,25.64,111.78,,0.422,2522000000,-4572000000,2215000000
2024-02-29,15:30:00,2471,1730000000,21.9,107.66,,0.255,4097000000,-4572000000,640000000
2024-04-12,15:30:00,2471,261000000,3.3,,10.0,0.236,820000000,-977000000,88000000
2024-07-12,15:00:00,2471,684000000,8.67,,10.0,0.224,2431000000,-2051000000,-233000000
2024-10-11,15:30:00,2471,1047000000,13.26,,10.0,0.233,3336000000,-3173000000,-530000000
2025-01-14,15:30:00,2471,2099000000,26.58,124.51,,0.248,5071000000,-3393000000,-1242000000
2025-04-11,15:30:00,2471,98000000,1.24,,10.0,0.232,338000000,-440000000,-1361000000
2025-07-11,15:30:00,2471,410000000,5.23,,10.0,0.226,3678000000,-1054000000,-1261000000
2025-10-14,15:30:00,2471,756000000,9.65,,10.0,0.237,3987000000,-1591000000,-2823000000
2026-01-14,15:30:00,2471,1444000000,18.44,130.77,,0.245,5620000000,-2096000000,-3755000000
