DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-28,15:00:00,2327,16982000000,185.6,1965.32,,0.661,17544000000,10414000000,-7395000000
2021-07-30,15:00:00,2327,4633000000,50.64,,56.0,0.681,,,
2021-10-29,15:00:00,2327,9230000000,100.88,,60.0,0.678,15353000000,-4756000000,-3189000000
2022-02-01,15:00:00,2327,14796000000,161.71,,64.0,0.682,,,
2022-04-28,15:00:00,2327,19977000000,218.33,2149.59,,0.663,32313000000,-8540000000,-6845000000
2022-08-02,15:00:00,2327,4352000000,47.57,,70.0,0.621,6477000000,-1507000000,-5592000000
2022-10-27,15:00:00,2327,9397000000,102.71,,70.0,0.621,10916000000,-2362000000,-7635000000
2023-02-03,15:00:00,2327,15099000000,165.03,,70.0,0.642,9371000000,-2612000000,-12868000000
2023-04-28,15:00:00,2327,22000000000,240.46,2191.6,,0.627,26032000000,-5635000000,-14943000000
2023-07-28,15:00:00,2327,4022000000,43.97,,80.0,0.635,14275000000,2604000000,-5922000000
2023-10-27,15:00:00,2327,9500000000,103.84,,80.0,0.631,17602000000,1564000000,-7717000000
2024-02-02,15:00:00,2327,15483000000,169.24,,80.0,0.66,18288000000,739000000,-13238000000
2024-04-26,15:00:00,2327,24241000000,264.96,2588.51,,0.632,26154000000,-8570000000,-15078000000
2024-07-30,15:00:00,2327,5381000000,29.41,,67.0,0.633,17411000000,1605000000,-6540000000
2024-10-29,15:00:00,2327,12186000000,66.6,,73.0,0.632,23975000000,72334000000,-8274000000
2025-02-04,15:30:00,2327,20401000000,111.5,,73.0,0.647,24600000000,71177000000,-16807000000
2025-04-28,15:30:00,2327,27049000000,147.84,1427.38,,0.62,37207000000,70249000000,-18805000000
2025-04-28,15:30:00,2327,,,,,,,,
2025-07-30,15:30:00,2327,5111000000,27.93,,80.0,0.679,-19251000000,-2625000000,-8987000000
2025-10-30,15:30:00,2327,12007000000,65.62,,80.0,0.656,-12299000000,-56716000000,-10749000000
2026-01-30,15:30:00,2327,21119000000,115.42,,80.0,0.684,-20410000000,-58540000000,-19822000000
