DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-10,15:00:00,2602,9244000000,278.34,4491.81,,0.498,6340000000,-14626000000,-5814000000
2021-08-06,15:00:00,2602,2815000000,86.88,,90.0,0.488,-12285000000,-4281000000,16156000000
2021-11-05,15:00:00,2602,5298000000,163.49,,90.0,0.479,-17251000000,-6900000000,22736000000
2022-02-09,15:00:00,2602,7331000000,226.22,,90.0,0.446,-34406000000,-7483000000,42885000000
2022-05-11,15:00:00,2602,8595000000,265.24,4820.49,,0.453,-26631000000,-9327000000,34473000000
2022-08-05,15:00:00,2602,4395000000,135.61,,90.0,0.44,-11787000000,-1102000000,11567000000
2022-11-09,15:00:00,2602,7784000000,240.2,,90.0,0.425,-12703000000,-3258000000,14914000000
2023-02-09,15:00:00,2602,10972000000,338.55,,90.0,0.403,-22348000000,-4586000000,29053000000
2023-05-12,15:00:00,2602,11157000000,344.25,5015.63,,0.434,398000000,-6143000000,6342000000
2023-08-09,15:00:00,2602,5037000000,155.41,,120.0,0.458,11467000000,-4050000000,-6818000000
2023-11-08,15:00:00,2602,7976000000,246.09,,120.0,0.454,27203000000,-6773000000,-16025000000
2024-02-09,15:00:00,2602,13834000000,426.82,,150.0,0.448,27452000000,-9289000000,-14696000000
2024-05-10,15:00:00,2602,15148000000,467.37,5634.36,,0.464,36715000000,-16083000000,-14586000000
2024-08-09,15:00:00,2602,5125000000,158.13,,180.0,0.462,624000000,-1644000000,-791000000
2024-11-08,12:00:00,2602,7520000000,232.01,,180.0,0.475,7955000000,-3966000000,-4424000000
2025-02-12,12:00:00,2602,12176000000,375.64,,180.0,0.469,10067000000,-8082000000,-928000000
2025-03-21,15:30:00,2602,,,,,,,,
2025-05-12,12:00:00,2602,12850000000,396.41,5772.47,,0.482,21166000000,-9590000000,-13885000000
2025-08-07,12:00:00,2602,16639000000,515.01,,180.0,0.486,-9847000000,3850000000,5712000000
2025-11-07,12:00:00,2602,18508000000,578.64,,180.0,0.468,-2532000000,-361000000,12114000000
2026-02-09,12:00:00,2602,22588000000,712.98,,180.0,0.462,-1465000000,-4115000000,9623000000
