DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-02-15,15:00:00,2492,1014000000,4.44,49.41,,0.868,1981000000,-1342000000,-849000000
2021-04-30,15:00:00,2492,285000000,1.25,,0.94,0.861,228361000,-562442000,-410525000
2021-07-21,15:00:00,2492,,,,,,,,
2021-07-30,15:00:00,2492,461000000,2.02,,0.94,0.842,966817000,-856783000,-425379000
2021-10-29,15:00:00,2492,585000000,2.56,,1.1,0.864,1061045000,-1279195000,-529959000
2021-10-29,15:00:00,2492,,,,1.1,,,,
2022-02-14,15:00:00,2492,538000000,2.36,49.59,,0.825,1678000000,-1804000000,-532000000
2022-04-28,15:00:00,2492,110000000,0.48,,0.18,0.856,-21912000,-283847000,-212876000
2022-07-20,15:00:00,2492,,,,0.72,,,,
2022-07-29,15:00:00,2492,274000000,1.2,,0.72,0.845,393231000,-825115000,-219022000
2022-10-31,15:00:00,2492,484000000,2.12,,0.72,0.86,558451000,-725749000,-299287000
2023-02-14,15:00:00,2492,286000000,1.25,49.59,,0.827,987000000,-984000000,-301000000
2023-04-28,15:00:00,2492,98000000,0.43,,0.46,0.841,112873000,-443607000,-79681000
2023-04-28,15:00:00,2492,,,,,,,,
2023-07-31,15:00:00,2492,217000000,0.95,,0.97,0.82,621941000,-886425000,-124179000
2023-07-21,15:00:00,2492,,,,0.97,,,,
2023-10-31,15:00:00,2492,374000000,1.64,,0.97,0.807,1115834000,-1394798000,-1206133000
2024-02-14,15:00:00,2492,298000000,1.31,46.66,,0.779,1827000000,-1794000000,-1209000000
2024-04-30,15:00:00,2492,202000000,0.9,,1.54,0.767,38093000,-1298934000,392758000
2024-07-31,15:00:00,2492,232000000,1.03,,1.54,0.754,376934000,-1986175000,388691000
2024-10-31,15:00:00,2492,533000000,2.36,,1.54,0.77,453152000,-2501267000,219145000
2025-01-22,15:30:00,2492,,,,,,,,
2025-02-14,15:30:00,2492,655000000,2.9,48.23,,0.735,2072000000,-2911000000,213000000
2025-04-30,15:30:00,2492,305000000,1.35,,4.46,0.716,442324000,-1932971000,787919000
2025-07-31,15:30:00,2492,848000000,3.75,,4.46,0.689,1755311000,-2296693000,780348000
2025-10-31,15:30:00,2492,1501000000,6.63,,4.46,0.695,2886300000,-2732590000,289207000
2026-02-13,16:00:00,2492,1922000000,8.49,53.64,,0.668,4665000000,-3097000000,276000000
