Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
4666,2021-10-31,2021-03-15,,62140000000,-2758000000,-4710000000,-4734000000,-30.64,,339319000000,25321000000,0.074,,8261000000,-3455000000,42551000000,102908000000,,5.0,,282000000000,13500000000,8500000000,5000000000,32.36,,,,,
4666,2021-10-31,2021-06-14,,121865000000,-6515000000,-8998000000,-8960000000,-57.99,,336110000000,19919000000,0.059,,15654000000,-7437000000,35292000000,99844000000,,0.0,,255000000000,-3500000000,-7000000000,-9500000000,-61.49,,,,,
4666,2021-10-31,2021-09-14,,184028000000,-9918000000,-12374000000,-12692000000,-82.14,,321022000000,15740000000,0.049,,23825000000,-11631000000,20011000000,88550000000,,0.0,,255000000000,-3500000000,-7000000000,-9500000000,-61.49,,,,,
4666,2021-10-31,2021-10-15,,,,,,,,,,,,,,,,,,,250000000000,-9500000000,-13000000000,-13000000000,-84.14,,,,,
4666,2021-10-31,2021-12-15,2022-10-31,251102000000,-8039000000,-11619000000,-11658000000,-75.45,,319628000000,16432000000,0.051,105.93,34818000000,-12349000000,13167000000,91795000000,0.0,,,,,,,,283000000000,13500000000,8500000000,2500000000,16.18
4666,2022-10-31,2022-03-15,,69928000000,4651000000,3736000000,473000000,3.07,2.9,307910000000,16295000000,0.053,,-4465000000,-3336000000,-3628000000,80771000000,,0.0,,283000000000,13500000000,8500000000,2500000000,16.18,,,,,
4666,2022-10-31,2022-06-14,,135891000000,5556000000,3948000000,-630000000,-4.08,,309382000000,38792000000,0.125,,4985000000,-7535000000,-7414000000,82872000000,,0.0,,283000000000,13500000000,8500000000,2500000000,16.18,,,,,
4666,2022-10-31,2022-09-14,,211030000000,11963000000,9363000000,2313000000,14.45,13.67,316520000000,41844000000,0.132,,15289000000,-12542000000,-12002000000,84041000000,,0.0,,288000000000,18000000000,14000000000,4000000000,24.58,,,,,
4666,2022-10-31,2022-12-15,2023-10-31,290253000000,20672000000,16970000000,2476000000,15.22,14.41,307626000000,40042000000,0.13,234.46,29369000000,-17357000000,-20116000000,85065000000,0.0,,,,,,,,323000000000,27000000000,23000000000,13000000000,76.24
4666,2023-10-31,2023-03-15,,79022000000,8416000000,3981000000,3148000000,18.47,17.52,304198000000,46254000000,0.152,,4545000000,-2535000000,-3288000000,83487000000,,0.0,,323000000000,27000000000,23000000000,13000000000,76.24,,,,,
4666,2023-10-31,2023-06-14,,157078000000,15097000000,11493000000,7979000000,46.8,42.56,310419000000,49592000000,0.16,,24353000000,-10111000000,-14600000000,84805000000,,0.0,,326000000000,31500000000,25500000000,14500000000,85.03,,,,,
4666,2023-10-31,2023-09-14,,241504000000,24390000000,21114000000,15293000000,89.69,81.99,301625000000,56111000000,0.186,,31697000000,-19693000000,-31509000000,63864000000,,0.0,,326000000000,31500000000,25500000000,14500000000,85.03,,,,,
4666,2023-10-31,2023-12-14,2024-10-31,330123000000,31986000000,27673000000,17542000000,102.87,93.89,308157000000,58416000000,0.189,342.28,48188000000,-25661000000,-35633000000,73299000000,0.0,,,,,,,,357000000000,35000000000,31000000000,20000000000,117.23
4666,2024-10-31,2024-03-14,,86731000000,8622000000,7975000000,5086000000,29.83,27.26,303638000000,62871000000,0.207,,6330000000,-6190000000,-3107000000,70179000000,,5.0,,357000000000,35000000000,31000000000,20000000000,117.23,,,,,
4666,2024-10-31,2024-06-14,,175875000000,16654000000,14998000000,9009000000,52.83,48.29,310816000000,68275000000,0.22,,28467000000,-14638000000,-20362000000,67425000000,,5.0,,357000000000,35000000000,31000000000,20000000000,117.23,,,,,
4666,2024-10-31,2024-09-17,,270216000000,26610000000,24014000000,14655000000,85.92,78.54,295824000000,76252000000,0.258,,32237000000,-25045000000,-39354000000,42810000000,,5.0,,357000000000,35000000000,31000000000,20000000000,117.23,,,,,
4666,2024-10-31,2024-12-16,2025-10-31,370913000000,38697000000,35445000000,18625000000,109.2,99.81,295701000000,78144000000,0.264,457.79,54176000000,-37563000000,-42508000000,48041000000,5.0,,,,,,,,404000000000,39000000000,35500000000,21500000000,126.03
4666,2025-10-31,2025-03-14,,97267000000,9318000000,8388000000,5176000000,30.35,27.73,295758000000,83687000000,0.283,,10621000000,-9225000000,-3883000000,46007000000,,30.0,,404000000000,39000000000,35500000000,21500000000,126.03,,,,,
4666,2025-10-31,2025-07-15,,193394000000,15780000000,13918000000,4981000000,29.2,26.68,306381000000,85740000000,0.28,,28796000000,-19652000000,-7388000000,49779000000,,30.0,,406000000000,39000000000,35500000000,18000000000,105.48,,,,,
4666,2025-10-31,2025-09-16,,295915000000,24914000000,22270000000,9956000000,58.35,53.32,309212000000,91721000000,0.296,,36794000000,-32144000000,-9742000000,43297000000,,30.0,,406000000000,39000000000,35500000000,18000000000,105.48,,,,,
4666,2025-10-31,2025-12-15,2026-10-31,406168000000,37561000000,34157000000,15917000000,93.28,85.29,354376000000,98193000000,0.277,575.07,62880000000,-46064000000,14826000000,80150000000,30.0,,,,,,,,445000000000,41500000000,38500000000,24000000000,140.6
