Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
290A,2024-12-31,2025-02-14,2025-12-31,2316000000,-3070000000,-3594000000,-3592000000,-42.78,,28195000000,19872000000,0.689,179.54,-1798000000,-7464000000,19032000000,14239000000,0.0,,,,,,,,2321000000,-4524000000,-1473000000,-1482000000,-12.99
290A,2025-12-31,2025-05-14,,1138000000,-907000000,-1202000000,-1188000000,-10.74,,29236000000,20291000000,0.673,,,,,,,0.0,,2321000000,-4524000000,-1473000000,-1482000000,-12.99,,,,,
290A,2025-12-31,2025-08-14,,1327000000,-2109000000,-2491000000,-2483000000,-22.38,,27058000000,19189000000,0.679,,353305000,-4395864000,935340000,11131683000,,0.0,,2321000000,-4524000000,-1473000000,-1482000000,-12.84,,,,,
290A,2025-12-31,2025-11-14,,1672000000,-3160000000,-3418000000,-3413000000,-30.45,,32708000000,23929000000,0.699,,,,,,,0.0,,2321000000,-4524000000,-1473000000,-1482000000,-12.59,,,,,
290A,2025-12-31,2026-02-13,2026-12-31,2376000000,-4137000000,-1074000000,-371000000,-3.21,,49373000000,38793000000,0.762,285.83,1656000000,-11629000000,20270000000,24542000000,0.0,,,,,,,,6353000000,-5467000000,3010000000,2624000000,19.94
