Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
9928,2021-03-31,2021-05-13,2022-03-31,34066000000,4526000000,4511000000,2654000000,86.53,75.27,42958000000,20430000000,0.465,655.66,3977000000,-4303000000,201000000,17624000000,38.0,,,,,,,,37400000000,4030000000,4000000000,2380000000,78.19
9928,2022-03-31,2021-07-13,,,,,,,,,,,,,,,,,,,37400000000,4030000000,4000000000,3810000000,125.17,,,,,
9928,2022-03-31,2021-07-30,,8747000000,939000000,931000000,576000000,18.95,16.46,42168000000,20040000000,0.466,646.1,,,,,,38.0,,37400000000,4030000000,4000000000,3810000000,125.17,,,,,
9928,2022-03-31,2021-10-29,,17781000000,2362000000,2373000000,3027000000,99.55,86.65,41453000000,21837000000,0.518,709.77,732000000,29000000,-5551000000,12834000000,,38.0,,37400000000,4030000000,4000000000,3810000000,125.65,,,,,
9928,2022-03-31,2022-02-04,,,,,,,,,,,,,,,,,45.0,,36500000000,4600000000,4600000000,4330000000,143.55,,,,,
9928,2022-03-31,2022-02-04,,27267000000,3795000000,3809000000,3915000000,129.38,112.52,42384000000,22233000000,0.515,731.53,,,,,,45.0,,36500000000,4600000000,4600000000,4330000000,143.55,,,,,
9928,2022-03-31,2022-05-13,2023-03-31,36597000000,4789000000,4771000000,4517000000,149.78,130.13,43487000000,22630000000,0.51,743.26,6202000000,-1488000000,-5690000000,16648000000,45.0,,,,,,,,38800000000,4800000000,4800000000,2900000000,97.13
9928,2023-03-31,2022-07-29,,9716000000,1503000000,1533000000,965000000,32.33,28.02,42131000000,22120000000,0.515,726.06,,,,,,40.0,,38800000000,4800000000,4800000000,2900000000,97.13,,,,,
9928,2023-03-31,2022-10-31,,19881000000,3102000000,2827000000,1935000000,64.81,56.16,42925000000,22652000000,0.517,743.61,1828000000,-966000000,-1583000000,15927000000,,40.0,,40800000000,5800000000,5600000000,3600000000,120.57,,,,,
9928,2023-03-31,2023-02-03,,31016000000,5383000000,5114000000,3675000000,123.09,106.71,44792000000,24691000000,0.541,811.9,,,,,,45.0,,40800000000,5800000000,5600000000,3600000000,120.57,,,,,
9928,2023-03-31,2023-05-12,2024-03-31,41461000000,6084000000,5839000000,3767000000,126.18,109.33,45793000000,24775000000,0.53,813.13,7157000000,-2856000000,-1778000000,19171000000,45.0,,,,,,,,41600000000,6100000000,6200000000,4100000000,137.32
9928,2024-03-31,2023-07-31,,10484000000,1430000000,1455000000,930000000,31.12,26.98,44764000000,24257000000,0.531,795.12,,,,,,45.0,,41600000000,6100000000,6200000000,4100000000,137.09,,,,,
9928,2024-03-31,2023-10-31,,21174000000,2799000000,2863000000,1831000000,61.24,53.11,45416000000,25100000000,0.542,822.88,1466000000,-1739000000,-1611000000,17287000000,,45.0,,41600000000,6100000000,6200000000,4100000000,137.06,,,,,
9928,2024-03-31,2024-02-05,,32791000000,4548000000,4680000000,3249000000,108.61,105.66,44447000000,26428000000,0.584,867.97,,,,,,50.0,,41600000000,6100000000,6200000000,4100000000,137.06,,,,,
9928,2024-03-31,2024-05-13,2025-03-31,43971000000,6110000000,6306000000,4238000000,141.7,137.85,46018000000,27186000000,0.58,892.77,6538000000,-3614000000,-4117000000,17977000000,50.0,,,,,,,,45500000000,6740000000,6750000000,4440000000,148.4
9928,2025-03-31,2024-07-31,,11157000000,1373000000,1394000000,1118000000,37.4,36.38,44955000000,26643000000,0.582,875.23,,,,,,55.0,,45500000000,6740000000,6750000000,4440000000,148.4,,,,,
9928,2025-03-31,2024-10-31,,22749000000,2967000000,3028000000,2059000000,68.84,66.97,45227000000,27459000000,0.597,902.39,2448000000,-1629000000,-1805000000,16989000000,,55.0,,45500000000,6740000000,6750000000,4440000000,148.36,,,,,
9928,2025-03-31,2025-02-05,,34738000000,4890000000,4965000000,3562000000,119.06,115.83,44651000000,28969000000,0.639,953.23,,,,,,55.0,,45500000000,6740000000,6750000000,4440000000,148.36,,,,,
9928,2025-03-31,2025-05-13,2026-03-31,46160000000,6287000000,6390000000,4381000000,146.4,142.42,45331000000,29637000000,0.646,978.29,6357000000,-4373000000,-4502000000,15459000000,55.0,,,,,,,,49000000000,6700000000,6800000000,4900000000,163.71
9928,2026-03-31,2025-07-31,,11568000000,1244000000,1279000000,895000000,29.91,29.1,44482000000,28931000000,0.644,956.59,,,,,,60.0,,49000000000,6700000000,6800000000,4900000000,163.71,,,,,
9928,2026-03-31,2025-10-31,,24172000000,3151000000,3257000000,2654000000,88.69,86.28,45694000000,30662000000,0.666,1016.35,1344000000,-1590000000,-2229000000,12983000000,,60.0,,49000000000,6700000000,6800000000,4900000000,163.66,,,,,
9928,2026-03-31,2026-02-04,,36526000000,5098000000,5235000000,4243000000,141.75,137.9,46641000000,32039000000,0.681,1060.8,,,,,,60.0,,49000000000,6700000000,6800000000,4900000000,163.66,,,,,
