Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
4633,2021-12-31,2021-05-14,,43223000000,2772000000,2849000000,1833000000,31.39,,153065000000,86842000000,0.531,1392.04,,,,,,30.0,,170000000000,8000000000,9200000000,6400000000,109.53,,,,,
4633,2021-12-31,2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,2021-12-31,2021-08-11,,88676000000,5045000000,5852000000,4039000000,69.14,,156290000000,89043000000,0.534,,2669000000,-2388000000,-1692000000,11352000000,,30.0,,179000000000,9000000000,10300000000,7300000000,124.94,,,,,
4633,2021-12-31,2021-11-12,,133637000000,6256000000,7131000000,4790000000,81.98,,157673000000,89631000000,0.533,,,,,,,30.0,,181000000000,7500000000,8600000000,6000000000,102.69,,,,,
4633,2021-12-31,2022-02-14,2022-12-31,181487000000,7414000000,8506000000,4933000000,84.43,,166899000000,92465000000,0.518,1478.18,7556000000,-5352000000,-2875000000,12115000000,30.0,,,,,,,,198000000000,7000000000,8300000000,5700000000,97.52
4633,2022-12-31,2022-05-13,,49008000000,1495000000,2252000000,1392000000,23.83,,176346000000,97357000000,0.515,,,,,,,30.0,,198000000000,7000000000,8200000000,6600000000,112.91,,,,,
4633,2022-12-31,2022-08-10,,103533000000,2028000000,2503000000,2400000000,42.84,,183130000000,95233000000,0.484,,-3147000000,1555000000,-600000000,10525000000,,30.0,,221000000000,5000000000,5800000000,4700000000,88.24,,,,,
4633,2022-12-31,2022-11-11,,159849000000,3270000000,3696000000,3090000000,56.98,,185270000000,97510000000,0.489,,,,,,,30.0,,221000000000,5000000000,5800000000,4700000000,88.24,,,,,
4633,2022-12-31,2023-02-14,2023-12-31,215531000000,4125000000,4961000000,4555000000,85.52,,177403000000,92952000000,0.486,1724.45,4945000000,-1666000000,-3897000000,11721000000,30.0,,,,,,,,222000000000,6000000000,6800000000,4700000000,93.93
4633,2023-12-31,2023-05-12,,54214000000,2428000000,3094000000,2015000000,40.28,,180600000000,95933000000,0.493,,,,,,,30.0,,222000000000,6000000000,6800000000,4700000000,93.93,,,,,
4633,2023-12-31,2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,2023-12-31,2023-08-10,,110151000000,5045000000,6427000000,3812000000,76.2,,192218000000,104169000000,0.503,,3748000000,-4026000000,1155000000,13820000000,,31.0,,226000000000,10000000000,12100000000,7900000000,157.87,,,,,
4633,2023-12-31,2023-11-10,,168634000000,8525000000,10116000000,6637000000,132.65,,197271000000,108576000000,0.511,,,,,,,31.0,,226000000000,10000000000,12100000000,7900000000,157.87,,,,,
4633,2023-12-31,2024-02-14,2024-12-31,228311000000,11398000000,13634000000,7466000000,149.22,,194087000000,105651000000,0.509,1974.19,15372000000,-7590000000,-4299000000,16218000000,35.0,,,,,,,,239000000000,11000000000,12300000000,8200000000,163.51
4633,2024-12-31,2024-05-14,,59152000000,3926000000,3999000000,2730000000,54.57,,203636000000,112480000000,0.517,,,,,,,40.0,,239000000000,11000000000,12300000000,8200000000,164.6,,,,,
4633,2024-12-31,2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,2024-12-31,2024-08-09,,,,,,,,,,,,,,,,,55.0,,245000000000,14000000000,13900000000,9400000000,188.61,,,,,
4633,2024-12-31,2024-08-09,,121084000000,7253000000,7146000000,5318000000,106.26,,211276000000,118871000000,0.53,,4661000000,-2580000000,-2643000000,16417000000,,55.0,,245000000000,14000000000,13900000000,9400000000,188.61,,,,,
4633,2024-12-31,2024-11-11,,182430000000,10939000000,11530000000,8350000000,167.24,,205771000000,110347000000,0.506,,,,,,,55.0,,245000000000,14000000000,13900000000,9400000000,188.61,,,,,
4633,2024-12-31,2025-02-14,2025-12-31,245570000000,13161000000,12893000000,9006000000,180.64,,221470000000,119221000000,0.507,2264.08,8904000000,-14846000000,4214000000,14583000000,70.0,,,,,,,,268000000000,15500000000,16000000000,10800000000,217.67
4633,2025-12-31,2025-05-08,,64059000000,3857000000,4234000000,3078000000,62.09,,215709000000,114731000000,0.5,,,,,,,90.0,,268000000000,15500000000,16000000000,10800000000,217.67,,,,,
4633,2025-12-31,2025-08-07,,126396000000,7645000000,8649000000,6249000000,126.22,,213438000000,115588000000,0.509,,3159000000,-3609000000,526000000,15107000000,,90.0,,268000000000,15500000000,16000000000,10800000000,217.67,,,,,
4633,2025-12-31,2025-11-07,,192045000000,11904000000,13113000000,9780000000,197.92,,215802000000,118750000000,0.519,,,,,,,90.0,,268000000000,15500000000,16000000000,10800000000,217.67,,,,,
4633,2025-12-31,2025-11-17,,192045000000,11904000000,13113000000,9780000000,197.92,,215802000000,118750000000,0.519,,,,,,,90.0,,268000000000,15500000000,16000000000,10800000000,217.67,,,,,
4633,2025-12-31,2026-02-12,2026-12-31,257668000000,15226000000,15364000000,11609000000,235.26,,225864000000,126519000000,0.528,2425.44,17005000000,-4485000000,-9975000000,18782000000,95.0,,,,,,,,276000000000,17000000000,17800000000,11800000000,241.84
