Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
4478,2021-06-30,2021-05-12,,7306000000,-1437000000,-1513000000,-1519000000,-31.1,,18407000000,12676000000,0.669,,,,,,,0.0,,10200000000,,,,,,,,,
4478,2021-06-30,2021-08-13,2022-06-30,10258000000,-2441000000,-2719000000,-2756000000,-54.88,,55286000000,46871000000,0.842,849.99,-192000000,-3180000000,35380000000,47143000000,0.0,,,,,,,,14923000000,,,,
4478,2022-06-30,2021-11-12,,3392000000,-501000000,-495000000,-500000000,-9.1,,54270000000,46565000000,0.852,,,,,,,0.0,,14361000000,,,,,,,,,
4478,2022-06-30,2022-02-14,,6856000000,-1203000000,-1200000000,-1334000000,-24.2,,53038000000,46189000000,0.864,,-1657159000,-1370587000,179975000,44296189000,,0.0,,14361000000,,,,,,,,,
4478,2022-06-30,2022-05-13,,10507000000,-2080000000,-2099000000,-2237000000,-40.33,,53556000000,45666000000,0.846,,,,,,,0.0,,14361000000,,,,,,,,,
4478,2022-06-30,2022-08-12,2023-06-30,14380000000,-3042000000,-3085000000,-11609000000,-208.22,,47413000000,36428000000,0.761,636.68,-1069000000,-4483000000,451000000,42046000000,0.0,,,,,,,,18821000000,,,,
4478,2023-06-30,2022-11-14,,4238000000,-1171000000,-1197000000,-3266000000,-57.47,,45689000000,33322000000,0.722,,,,,,,0.0,,18821000000,,,,,,,,,
4478,2023-06-30,2023-02-14,,8718000000,-2623000000,-2658000000,-4886000000,-85.82,,44599000000,32023000000,0.711,,-2489353000,-1048724000,278654000,38787048000,,0.0,,18821000000,,,,,,,,,
4478,2023-06-30,2023-05-15,,13813000000,-4703000000,-4757000000,-7843000000,-137.48,,42954000000,29209000000,0.673,,,,,,,0.0,,18821000000,,,,,,,,,
4478,2023-06-30,2023-08-14,2024-06-30,19219000000,-7919000000,-7982000000,-12338000000,-215.64,,42786000000,27059000000,0.601,444.66,-4753000000,-1935000000,543000000,35905000000,0.0,,,,,,,,25400000000,,,,
4478,2024-06-30,2023-11-14,,5720000000,-2074000000,-2126000000,-2288000000,-39.49,,39452000000,24823000000,0.595,,,,,,,0.0,,25400000000,,,,,,,,,
4478,2024-06-30,2024-02-14,,11771000000,-4715000000,-4884000000,-6206000000,-106.94,,38986000000,20419000000,0.516,,-6420047000,-826428000,2227581000,30884588000,,0.0,,25400000000,,,,,,,,,
4478,2024-06-30,2024-05-15,,18423000000,-6960000000,-7173000000,-8636000000,-148.6,,39180000000,18061000000,0.454,,,,,,,0.0,,25400000000,,,,,,,,,
4478,2024-06-30,2024-08-14,2025-06-30,25430000000,-8386000000,-8638000000,-10150000000,-174.43,,39953000000,16952000000,0.42,286.47,-6767000000,-1088000000,3705000000,31750000000,0.0,,,,,,,,33060000000,,,,
4478,2025-06-30,2024-11-14,,7376000000,213000000,163000000,169000000,2.9,2.82,39841000000,17029000000,0.423,,,,,,,0.0,,33060000000,,,,,,,,,
4478,2025-06-30,2025-02-14,,15250000000,868000000,795000000,797000000,13.59,13.47,43202000000,18390000000,0.422,,-1926723000,-2479591000,1864289000,29207853000,,0.0,,33060000000,,,,,,,,,
4478,2025-06-30,2025-05-15,,23850000000,1183000000,1034000000,1011000000,17.2,17.06,48150000000,18761000000,0.386,,,,,,,0.0,,33060000000,,,,,,,,,
4478,2025-06-30,2025-08-13,2026-06-30,33270000000,610000000,412000000,1370000000,23.28,23.1,52595000000,19663000000,0.371,329.82,3661000000,-4601000000,4977000000,35789000000,0.0,,,,,,,,,,,,
4478,2026-06-30,2025-11-13,,9743000000,271000000,149000000,154000000,2.61,2.6,50770000000,19937000000,0.39,,,,,,,0.0,,,,,,,,,,,
4478,2026-06-30,2026-02-12,,19941000000,531000000,332000000,305000000,5.17,5.14,53370000000,20152000000,0.375,,-4622413000,-2829582000,1504734000,29844959000,,0.0,,41930000000,,,,,,,,,
