DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-19,15:30:00,2337,5027000000,10.48,209.81,,0.285,15463000000,-15630000000,10167000000
2021-07-14,15:00:00,2337,1546000000,3.28,205.13,7.0,0.273,-2559000000,-1403000000,4606000000
2021-10-14,15:00:00,2337,1731000000,3.69,205.34,7.0,0.278,-6000000,-2780000000,-1178000000
2022-01-13,15:00:00,2337,1969000000,4.2,205.78,7.0,0.277,-10993000000,-3217000000,1068000000
2022-04-19,15:00:00,2337,6473000000,13.81,215.46,,0.298,7939000000,6502000000,-15360000000
2022-07-14,15:15:00,2337,1534000000,3.29,211.8,7.0,0.292,1017000000,-4214000000,-380000000
2022-10-13,15:00:00,2337,3429000000,7.38,215.49,7.0,0.292,-3243000000,-2990000000,3423000000
2023-01-12,15:20:00,2337,8470000000,18.32,224.9,7.0,0.303,5041000000,5601000000,-8146000000
2023-01-12,15:20:00,2337,,,,,,,,
2023-04-19,15:00:00,2337,9409000000,20.45,227.24,,0.304,254000000,2635000000,-6582000000
2023-07-13,15:30:00,2337,1455000000,3.21,222.05,8.0,0.283,-15490000000,-3404000000,16223000000
2023-10-12,15:10:00,2337,8503000000,18.76,237.99,8.0,0.303,-10367000000,8541000000,10424000000
2024-01-11,15:00:00,2337,9590000000,21.21,236.11,8.0,0.289,-11034000000,2608000000,19385000000
2024-03-28,15:00:00,2337,,,,,,,,
2024-04-15,15:00:00,2337,12108000000,26.89,237.57,,0.285,-8577000000,-2524000000,17791000000
2024-07-11,15:00:00,2337,3591000000,8.18,237.12,10.0,0.274,-394000000,5501000000,8635000000
2024-10-10,15:00:00,2337,5365000000,12.24,242.9,10.0,0.276,-13189000000,-5220000000,11003000000
2025-01-09,15:30:00,2337,8896000000,20.33,247.13,10.0,0.272,-11563000000,3596000000,14997000000
2025-04-14,15:30:00,2337,15187000000,34.86,260.49,,0.273,-28449000000,5358000000,19567000000
2025-07-15,15:30:00,2337,2331000000,5.52,254.82,11.5,0.255,-16761000000,-275000000,14090000000
2025-10-14,15:30:00,2337,8624000000,20.56,272.09,11.5,0.268,-3666000000,3978000000,4175000000
2026-01-14,15:30:00,2337,10525000000,25.22,276.58,11.5,0.256,-15179000000,-1659000000,25619000000
