Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
1414,2021-06-30,2021-05-10,,61847000000,13031000000,13374000000,9142000000,169.85,,111810000000,88955000000,0.795,,,,,,,98.5,,79500000000,15200000000,15700000000,10600000000,196.92,,,,,
1414,2021-06-30,2021-08-10,2022-06-30,80065000000,15732000000,16302000000,11340000000,210.68,,109807000000,90960000000,0.828,1688.64,2737000000,-2638000000,-4485000000,23012000000,105.5,,,,,,,,82200000000,16200000000,16600000000,11500000000,215.45
1414,2022-06-30,2021-11-10,,18904000000,3768000000,3800000000,2712000000,50.42,,107504000000,89713000000,0.834,,,,,,,108.0,,82200000000,16200000000,16600000000,11500000000,215.45,,,,,
1414,2022-06-30,2022-02-10,,39622000000,8574000000,8656000000,6067000000,112.96,,111665000000,91899000000,0.823,,-3333000000,1858000000,-5363000000,16177000000,,108.0,,82200000000,16200000000,16600000000,11500000000,214.93,,,,,
1414,2022-06-30,2022-05-10,,61822000000,14026000000,14142000000,9798000000,182.75,,117887000000,91829000000,0.778,,,,,,,110.5,,81200000000,17000000000,17400000000,11800000000,220.47,,,,,
1414,2022-06-30,2022-08-10,2023-06-30,81193000000,17267000000,17669000000,12366000000,231.06,,117423000000,94247000000,0.802,1768.42,7834000000,5315000000,-9177000000,27023000000,118.0,,,,,,,,85200000000,17800000000,18300000000,12700000000,239.82
1414,2023-06-30,2022-11-10,,18287000000,3568000000,3623000000,2553000000,47.97,,111062000000,92405000000,0.831,,,,,,,120.0,,85200000000,17800000000,18300000000,12700000000,239.82,,,,,
1414,2023-06-30,2023-02-10,,38421000000,8139000000,8288000000,5748000000,108.17,,111762000000,94144000000,0.842,,-3791000000,1230000000,-5833000000,18627000000,,120.0,,85200000000,17800000000,18300000000,12700000000,239.82,,,,,
1414,2023-06-30,2023-05-10,,60788000000,13828000000,14110000000,9888000000,186.5,,116789000000,94243000000,0.806,,,,,,,125.0,,85200000000,17800000000,18300000000,12700000000,239.98,,,,,
1414,2023-06-30,2023-08-10,2024-06-30,83924000000,18124000000,18637000000,12887000000,243.53,,122280000000,98076000000,0.802,1862.41,3751000000,1693000000,-9894000000,22587000000,127.0,,,,,,,,86200000000,18600000000,19100000000,13300000000,254.51
1414,2024-06-30,2023-11-10,,20775000000,4693000000,4665000000,3479000000,66.2,,117295000000,96813000000,0.815,,,,,,,128.0,,86200000000,18600000000,19100000000,13300000000,254.51,,,,,
1414,2024-06-30,2024-02-09,,42700000000,9984000000,10164000000,7234000000,138.02,,121241000000,100532000000,0.819,,-9822000000,3294000000,-4934000000,11121000000,,128.0,,86200000000,18600000000,19100000000,13300000000,254.51,,,,,
1414,2024-06-30,2024-05-10,,64779000000,15723000000,16220000000,11328000000,216.32,,124807000000,102578000000,0.812,,,,,,,133.0,,86200000000,19400000000,20100000000,13900000000,265.65,,,,,
1414,2024-06-30,2024-08-09,2025-06-30,85419000000,19666000000,20436000000,14321000000,273.73,,130141000000,104425000000,0.792,1981.15,19406000000,2492000000,-9209000000,35304000000,139.0,,,,,,,,92000000000,20600000000,21100000000,14700000000,284.75
1414,2025-06-30,2024-11-11,,21571000000,4850000000,4929000000,3366000000,64.73,,122773000000,102156000000,0.82,,,,,,,142.5,,92000000000,20600000000,21100000000,14700000000,284.75,,,,,
1414,2025-06-30,2025-02-10,,45581000000,10579000000,10783000000,7608000000,146.6,,126882000000,105213000000,0.819,,-7553000000,431000000,-6380000000,21792000000,,142.5,,92000000000,20600000000,21100000000,14700000000,284.75,,,,,
1414,2025-06-30,2025-05-09,,67915000000,16293000000,16506000000,11691000000,225.96,,124036000000,103099000000,0.82,,,,,,,142.5,,92000000000,20600000000,21100000000,14700000000,285.03,,,,,
1414,2025-06-30,2025-08-12,2026-06-30,90712000000,20794000000,21139000000,15061000000,292.03,,129155000000,106392000000,0.814,2058.03,9473000000,464000000,-12697000000,32523000000,175.5,,,,,,,,95000000000,21500000000,22000000000,15300000000,302.69
1414,2026-06-30,2025-11-10,,20556000000,4874000000,4918000000,3383000000,66.26,,122347000000,104547000000,0.844,,,,,,,,,95000000000,21500000000,22000000000,15300000000,75.67,,,,,
1414,2026-06-30,2026-02-10,,42864000000,10087000000,10357000000,7289000000,35.71,,127323000000,107307000000,0.832,,5965000000,-627000000,-7202000000,30677000000,,,,91000000000,21000000000,21500000000,15300000000,75.67,,,,,
