Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
6113,2021-03-31,2021-05-12,2022-03-31,250448000000,26705000000,,18564000000,53.4,,557298000000,450813000000,0.802,1285.95,57579000000,-8727000000,-22896000000,75868000000,30.0,,,,,,,,280000000000,30000000000,,21000000000,60.4
6113,2022-03-31,2021-08-06,,62178000000,5306000000,,4179000000,12.02,,556079000000,449918000000,0.802,,16578000000,623000000,-10092000000,83392000000,,34.0,,300000000000,36000000000,,26000000000,74.79,,,,,
6113,2022-03-31,2021-11-11,,141895000000,17566000000,,13166000000,37.87,,571029000000,458984000000,0.797,,29100000000,5418000000,-11440000000,99245000000,,34.0,,310000000000,38000000000,,27000000000,77.66,,,,,
6113,2022-03-31,2022-02-10,,217158000000,26552000000,,20201000000,58.11,,587967000000,466964000000,0.787,,39036000000,-4539000000,-18832000000,92903000000,,38.0,,310000000000,38000000000,,27000000000,77.66,,,,,
6113,2022-03-31,2022-05-12,2023-03-31,312658000000,38538000000,,27769000000,79.88,,614439000000,484034000000,0.781,1380.05,56865000000,-7921000000,-22308000000,106791000000,38.0,,,,,,,,340000000000,46000000000,,32000000000,92.04
6113,2023-03-31,2022-08-05,,74031000000,7784000000,,5844000000,16.81,,627138000000,494751000000,0.782,,4820000000,-6188000000,-8648000000,100169000000,,46.0,,340000000000,46000000000,,32000000000,92.04,,,,,
6113,2023-03-31,2022-11-10,,169403000000,23812000000,,17001000000,48.9,,642778000000,508428000000,0.784,,6658000000,-12309000000,-10630000000,90767000000,,46.0,,350000000000,48000000000,,33000000000,94.92,,,,,
6113,2023-03-31,2023-02-09,,258905000000,35000000000,,24039000000,69.15,,623003000000,494894000000,0.788,,8796000000,-6447000000,-19447000000,89980000000,,48.0,,350000000000,48000000000,,33000000000,94.92,,,,,
6113,2023-03-31,2023-05-12,2024-03-31,365687000000,49867000000,,34158000000,98.25,,647562000000,508521000000,0.778,1450.07,24949000000,-13323000000,-20392000000,98556000000,48.0,,,,,,,,375000000000,50000000000,,34500000000,99.24
6113,2024-03-31,2023-08-08,,86522000000,12044000000,,9365000000,26.95,,665825000000,523880000000,0.78,,9396000000,-5664000000,-10846000000,91152000000,,50.0,,375000000000,50000000000,,34500000000,99.38,,,,,
6113,2024-03-31,2023-11-09,,187051000000,27272000000,,19759000000,57.15,,668454000000,529636000000,0.786,,8494000000,-9259000000,-14441000000,83228000000,,57.0,,395000000000,57000000000,,39000000000,113.84,,,,,
6113,2024-03-31,2024-02-08,,285217000000,40256000000,,28011000000,81.51,,653115000000,517591000000,0.786,,23588000000,-9759000000,-30046000000,82668000000,,57.0,,395000000000,57000000000,,39000000000,115.38,,,,,
6113,2024-03-31,2024-05-14,2025-03-31,403500000000,56507000000,,40638000000,118.95,,681053000000,534396000000,0.778,1584.1,47595000000,-15188000000,-38145000000,93420000000,60.0,,,,,,,,415000000000,59000000000,,41000000000,122.62
6113,2025-03-31,2024-08-08,,83093000000,8569000000,,6499000000,19.45,,694532000000,543022000000,0.775,,18678000000,-2771000000,-9806000000,100651000000,,62.0,,415000000000,59000000000,,41000000000,122.76,,,,,
6113,2025-03-31,2024-11-14,,184533000000,23171000000,,15112000000,45.45,,655231000000,524409000000,0.793,,15332000000,1729000000,-17054000000,93795000000,,62.0,,405000000000,53000000000,,36000000000,109.38,,,,,
6113,2025-03-31,2025-02-14,,274831000000,31332000000,,20365000000,61.68,,653146000000,528791000000,0.802,,26117000000,11463000000,-36131000000,95600000000,,62.0,,405000000000,53000000000,,36000000000,111.15,,,,,
6113,2025-03-31,2025-05-15,2026-03-31,396670000000,49076000000,,32386000000,98.72,,649891000000,523750000000,0.799,1616.19,46192000000,7851000000,-42420000000,104841000000,62.0,,,,,,,,405000000000,45000000000,,31000000000,96.5
6113,2026-03-31,2025-08-07,,77273000000,4037000000,,2719000000,8.47,,654639000000,519262000000,0.786,,13005000000,11245000000,-11631000000,118399000000,,62.0,,405000000000,45000000000,,31000000000,96.62,,,,,
6113,2026-03-31,2025-11-13,,184280000000,15305000000,,10385000000,32.5,,738161000000,526703000000,0.707,,21674000000,-26305000000,31328000000,133344000000,,62.0,,440000000000,46000000000,,32000000000,101.02,,,,,
6113,2026-03-31,2026-02-12,,294984000000,26506000000,,18186000000,57.23,,745671000000,530552000000,0.705,,29693000000,-21669000000,13252000000,130383000000,,62.0,,440000000000,46000000000,,32000000000,102.27,,,,,
