DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-11,11:40:00,2371,11763000000,57.13,227.57,,0.661,17288000000,-2182000000,-9722000000
2021-08-04,11:40:00,2371,2750000000,13.35,,40.0,0.67,1820000000,-454000000,-4540000000
2021-10-20,16:00:00,2371,,,,,,,,
2021-11-05,11:40:00,2371,5774000000,28.06,,40.0,0.673,6311000000,-1283000000,-10155000000
2022-02-03,11:40:00,2371,10448000000,50.86,,40.0,0.666,9038000000,-789000000,-14955000000
2022-05-11,11:40:00,2371,14294000000,69.65,234.38,,0.68,16033000000,-1311000000,-15310000000
2022-08-03,11:40:00,2371,4170000000,20.38,,40.0,0.637,5135000000,-444000000,-4440000000
2022-11-02,11:40:00,2371,8046000000,39.33,,40.0,0.659,10825000000,-991000000,-4792000000
2023-02-02,11:40:00,2371,12837000000,62.86,,40.0,0.625,13831000000,-2235000000,-17248000000
2023-05-10,11:40:00,2371,16132000000,79.29,237.96,,0.609,22400000000,-2678000000,-17572000000
2023-08-03,11:40:00,2371,3651000000,18.15,,46.0,0.594,1114000000,-237000000,-4431000000
2023-11-07,11:40:00,2371,7916000000,39.36,,46.0,0.618,7272000000,-1028000000,-4794000000
2024-02-06,11:40:00,2371,12677000000,63.12,,46.0,0.628,10289000000,-1742000000,-15771000000
2024-05-09,11:45:00,2371,18095000000,90.45,260.06,,0.617,19516000000,-2215000000,-16077000000
2024-08-06,11:40:00,2371,4824000000,24.38,,50.0,0.589,5584000000,-503000000,-4916000000
2024-11-06,11:40:00,2371,9590000000,48.52,,50.0,0.601,13951000000,-1403000000,-5317000000
2025-02-06,11:40:00,2371,15098000000,76.38,,80.0,0.62,18595000000,-2400000000,-10942000000
2025-03-19,16:30:00,2371,,,,,,,,
2025-05-08,11:40:00,2371,20032000000,101.33,312.6,,0.661,27404000000,-2939000000,-11302000000
2025-08-06,11:40:00,2371,5025000000,25.41,,50.0,0.644,4928000000,-9309000000,-7922000000
2025-11-05,11:40:00,2371,9368000000,47.36,,50.0,0.688,12154000000,-9759000000,-12387000000
2026-02-04,11:40:00,2371,14369000000,72.64,,50.0,0.717,14475000000,-10774000000,-17798000000
