DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-11,16:00:00,2317,4974000000,51.36,264.68,,0.659,7205000000,-1562000000,-1983000000
2021-07-29,16:00:00,2317,1144000000,11.81,266.55,20.0,0.704,,,
2021-10-28,16:00:00,2317,2518000000,26.01,280.64,,0.7,2332000000,-752000000,-963000000
2022-02-03,16:00:00,2317,4164000000,10.75,72.02,,0.714,,,
2022-05-11,16:00:00,2317,5992000000,15.47,76.83,,0.685,5544000000,-559000000,-1905000000
2022-07-28,16:00:00,2317,1285000000,3.32,76.81,8.0,0.712,,,
2022-10-27,16:00:00,2317,3084000000,7.96,81.6,8.0,0.705,3811000000,-1092000000,-1311000000
2023-02-02,16:00:00,2317,4908000000,12.67,81.88,8.0,0.706,,,
2023-05-11,16:00:00,2317,7317000000,18.89,88.19,,0.699,7648000000,-2016000000,-2854000000
2023-07-27,16:00:00,2317,1220000000,3.15,87.71,10.0,0.729,,,
2023-10-26,16:00:00,2317,2976000000,7.68,92.3,10.0,0.71,3976000000,-286000000,-1562000000
2024-02-06,16:00:00,2317,4844000000,12.5,91.98,10.0,0.731,,,
2024-05-13,16:00:00,2317,7232000000,18.67,98.34,,0.705,9036000000,-251000000,-3504000000
2024-07-31,16:00:00,2317,1816000000,4.73,92.62,12.0,0.708,1168000000,-198000000,-5083000000
2024-10-31,16:00:00,2317,3726000000,9.95,84.41,12.0,0.667,3457000000,-305000000,-11541000000
2025-02-06,16:00:00,2317,5917000000,16.04,84.1,12.0,0.666,4843000000,287000000,-13975000000
2025-05-13,16:00:00,2317,8480000000,23.17,90.82,,0.627,7979000000,-2576000000,-14024000000
2025-07-31,16:00:00,2317,2589000000,7.24,92.01,12.0,0.671,1332000000,-534000000,-2134000000
2025-10-30,16:00:00,2317,5502000000,15.39,100.03,13.0,0.66,5922000000,-287000000,-2157000000
2026-02-05,16:00:00,2317,8603000000,24.07,103.21,13.0,0.69,7619000000,1186000000,-4303000000
