DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-07,15:30:00,2379,607000000,11.09,547.13,,0.844,5905000000,-9643000000,-3041000000
2021-07-07,15:00:00,2379,1204000000,21.77,,,0.803,4190755000,-941542000,-1539441000
2021-10-14,15:00:00,2379,2152000000,38.88,,,0.82,5781482000,-2131032000,-1296923000
2022-01-14,15:00:00,2379,2667000000,48.09,,56.0,0.769,8168282000,-2806074000,-2587603000
2022-01-14,15:00:00,2379,,,,,,,,
2022-04-14,15:30:00,2379,3487000000,62.77,581.26,,0.764,10482000000,-3850000000,-2524000000
2022-07-13,15:00:00,2379,2006000000,35.96,,,0.767,2598077000,-853190000,-1855346000
2022-10-13,15:00:00,2379,3692000000,66.18,,,0.776,5749111000,-1911911000,-1816888000
2023-01-12,15:00:00,2379,6253000000,112.0,,,0.759,9114032000,-3059580000,-3681947000
2023-04-14,15:00:00,2379,7935000000,142.04,673.93,,0.75,13203000000,-4121000000,-3680000000
2023-07-14,15:00:00,2379,2153000000,38.57,,83.0,0.781,468671000,-2600408000,-3091775000
2023-10-11,15:00:00,2379,4366000000,78.63,,88.0,0.791,4062317000,-3892658000,-4882792000
2024-01-11,15:30:00,2379,6830000000,123.22,,88.0,0.773,6226822000,-5965180000,-7061926000
2024-04-12,15:00:00,2379,9050000000,163.44,715.64,,0.773,9526000000,-7364000000,-8021000000
2024-07-09,15:00:00,2379,2804000000,51.44,,88.0,0.74,5941771000,-1170702000,-4730653000
2024-10-15,15:00:00,2379,5046000000,93.52,,95.0,0.726,9673016000,-2478818000,-9682670000
2025-01-14,15:30:00,2379,7361000000,137.8,,95.0,0.715,12675710000,-4124210000,-12172659000
2025-04-14,15:30:00,2379,8951000000,168.41,684.99,,0.71,16453000000,-5249000000,-12164000000
2025-07-15,15:30:00,2379,2294000000,43.86,,95.0,0.719,2623816000,-2415350000,-2538920000
2025-10-14,15:30:00,2379,3715000000,71.01,,95.0,0.745,4808652000,-3773923000,-2531827000
2026-01-13,15:30:00,2379,5598000000,106.99,,95.0,0.739,6854928000,-9140273000,-5013993000
