Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
9627,2021-04-30,2021-03-02,,220135000000,6813000000,7845000000,4575000000,129.16,,198772000000,113657000000,0.572,,,,,,,55.0,,300000000000,9200000000,10000000000,5000000000,141.13,,,,,
9627,2021-04-30,2021-05-27,,,,,,,,,,,,,,,,,,,297300000000,10900000000,12600000000,6600000000,186.3,,,,,
9627,2021-04-30,2021-06-04,2022-04-30,297305000000,10932000000,12649000000,6697000000,189.04,,203662000000,115837000000,0.568,3267.49,14928000000,-9493000000,3643000000,55009000000,55.0,,,,,,,,315000000000,15000000000,15500000000,8300000000,234.28
9627,2022-04-30,2021-09-02,,75011000000,2611000000,2864000000,1309000000,37.1,,203552000000,113773000000,0.559,,,,,,,55.0,,315000000000,15000000000,15500000000,8300000000,234.28,,,,,
9627,2022-04-30,2021-12-03,,152972000000,5776000000,6127000000,3338000000,94.68,,210442000000,115810000000,0.55,,17314000000,-8261000000,-5630000000,58432000000,,55.0,,315000000000,15000000000,15500000000,8300000000,234.28,,,,,
9627,2022-04-30,2022-03-04,,234610000000,10214000000,10800000000,6231000000,176.89,,207994000000,118113000000,0.568,,,,,,,55.0,,315000000000,15000000000,15500000000,8300000000,234.28,,,,,
9627,2022-04-30,2022-06-03,2023-04-30,316247000000,15139000000,16041000000,7092000000,201.47,,212461000000,119010000000,0.56,3385.51,26156000000,-13943000000,-7753000000,59470000000,55.0,,,,,,,,363000000000,20000000000,20500000000,11000000000,313.15
9627,2023-04-30,2022-09-02,,81470000000,2753000000,3089000000,1704000000,48.53,,228394000000,118773000000,0.52,,,,,,,60.0,,363000000000,20000000000,20500000000,11000000000,313.15,,,,,
9627,2023-04-30,2022-12-02,,171204000000,6784000000,7283000000,3804000000,108.3,,231141000000,120869000000,0.523,,8456000000,-18617000000,-5793000000,43514000000,,60.0,,363000000000,20000000000,20500000000,11000000000,313.15,,,,,
9627,2023-04-30,2023-03-03,,263906000000,11685000000,12367000000,6628000000,188.7,,229562000000,123743000000,0.539,,,,,,,60.0,,358000000000,17180000000,18030000000,9000000000,256.2,,,,,
9627,2023-04-30,2023-06-02,2024-04-30,358742000000,16004000000,17064000000,9234000000,262.87,,231750000000,126546000000,0.546,3599.47,20267000000,-22292000000,-11237000000,46217000000,60.0,,,,,,,,375000000000,15663000000,16302000000,8250000000,234.84
9627,2024-04-30,2023-09-01,,94654000000,3610000000,3881000000,2140000000,60.93,,235647000000,126617000000,0.537,,,,,,,60.0,,375000000000,15663000000,16302000000,8250000000,234.84,,,,,
9627,2024-04-30,2023-12-06,,193727000000,8749000000,9338000000,5257000000,149.66,,242922000000,129844000000,0.534,,14094000000,-5793000000,-4237000000,50280000000,,60.0,,390263000000,18450000000,19340000000,10000000000,284.64,,,,,
9627,2024-04-30,2024-03-01,,296360000000,14305000000,15050000000,8730000000,248.51,,243688000000,133278000000,0.547,,,,,,,60.0,,390263000000,18450000000,19340000000,10000000000,284.64,,,,,
9627,2024-04-30,2024-06-06,2025-04-30,399824000000,20432000000,21377000000,11401000000,324.64,,249409000000,135411000000,0.543,3866.55,23023000000,-15748000000,-5110000000,48381000000,80.0,,,,,,,,415000000000,17800000000,18500000000,9180000000,262.33
9627,2025-04-30,2024-09-04,,103603000000,2757000000,2969000000,1642000000,46.93,,248139000000,134354000000,0.541,,,,,,,80.0,,453500000000,19360000000,20000000000,10000000000,285.68,,,,,
9627,2025-04-30,2024-12-06,,214860000000,5872000000,6338000000,3212000000,91.75,,296001000000,136142000000,0.46,,12729000000,-54045000000,20135000000,27199000000,,80.0,,453500000000,19360000000,20000000000,10000000000,285.68,,,,,
9627,2025-04-30,2025-03-10,,336834000000,12554000000,13619000000,7357000000,210.05,,298522000000,140559000000,0.471,,,,,,,80.0,,453500000000,19360000000,20000000000,10000000000,285.68,,,,,
9627,2025-04-30,2025-06-05,2026-04-30,456804000000,16871000000,18080000000,9261000000,264.32,,311921000000,142632000000,0.457,4063.53,23146000000,-65920000000,21051000000,26655000000,80.0,,,,,,,,522000000000,21860000000,22100000000,11450000000,326.46
9627,2026-04-30,2025-09-11,,132969000000,4254000000,4259000000,1930000000,55.03,,333520000000,142392000000,0.426,,,,,,,80.0,,646000000000,28300000000,26500000000,13500000000,384.91,,,,,
9627,2026-04-30,2025-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9627,2026-04-30,2025-12-11,,299857000000,10517000000,9913000000,4494000000,128.05,,514569000000,145487000000,0.282,,1225000000,-53211000000,78181000000,52849000000,,80.0,,646000000000,28300000000,26500000000,13500000000,384.91,,,,,
