DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-13,17:30:00,2579,1316000000,7.34,,50.0,0.539,,,
2021-08-11,17:00:00,2579,-354000000,-1.98,,50.0,0.565,10606000000,21119000000,-58563000000
2021-11-11,17:00:00,2579,-1535000000,-8.56,,50.0,0.571,,,
2022-02-10,17:00:00,2579,-2503000000,-13.96,2745.12,,0.568,35982000000,15271000000,-67134000000
2022-05-12,17:00:00,2579,-6568000000,-36.62,,50.0,0.558,,,
2022-08-10,17:00:00,2579,-9899000000,-55.2,,50.0,0.569,1686000000,-11250000000,-38222000000
2022-11-10,16:30:00,2579,-5194000000,-28.96,,50.0,0.575,,,
2023-02-09,16:30:00,2579,-8070000000,-45.0,2655.38,,0.576,42717000000,-23090000000,-46050000000
2023-05-12,16:00:00,2579,-6459000000,-36.02,,50.0,0.568,,,
2023-08-09,16:00:00,2579,-3947000000,-22.01,,50.0,0.565,-2185000000,-15038000000,-7576000000
2023-11-09,16:00:00,2579,,,,,,,,
2023-11-09,16:00:00,2579,3862000000,21.53,,50.0,0.559,,,
2024-02-14,16:00:00,2579,1871000000,10.43,2618.49,,0.556,59102000000,-14287000000,-15229000000
2024-05-08,16:00:00,2579,-2897000000,-16.14,,50.0,0.559,,,
2024-08-02,16:00:00,2579,-297000000,-1.65,,50.0,0.557,-10380000000,-4103000000,-5141000000
2024-11-06,16:00:00,2579,10017000000,55.79,,53.0,0.585,32987000000,-10986000000,-51756000000
2025-02-13,16:00:00,2579,7309000000,40.76,2623.62,,0.58,48883000000,-16128000000,-57942000000
2025-05-01,15:30:00,2579,-6454000000,-36.67,,57.0,0.585,340000000,-9476000000,-15038000000
2025-08-01,15:30:00,2579,-65892000000,-378.02,,57.0,0.544,-1694000000,-16474000000,-25123000000
2025-10-31,15:30:00,2579,-48734000000,-282.35,,60.0,0.544,34306000000,-21663000000,-39160000000
2026-02-13,15:30:00,2579,-50763000000,-296.51,2292.46,,0.544,61123000000,-25744000000,-47507000000
