DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-13,16:00:00,2531,10574000000,53.48,793.53,,0.511,27100000000,-6738000000,-1506000000
2021-08-03,15:30:00,2531,5349000000,27.06,,24.0,0.498,,,
2021-11-09,16:00:00,2531,10050000000,50.84,,29.0,0.507,11798000000,-12066000000,-5620000000
2021-10-21,15:30:00,2531,,,,,,,,
2022-02-10,15:30:00,2531,17143000000,86.71,,35.0,0.49,,,
2022-05-12,16:30:00,2531,20769000000,105.05,912.58,,0.498,16376000000,-10399000000,4133000000
2022-08-04,15:30:00,2531,5241000000,26.51,,31.0,0.52,,,
2022-11-10,16:00:00,2531,10873000000,55.0,,34.0,0.533,7231000000,-9553000000,-21625000000
2022-10-25,15:30:00,2531,,,,,,,,
2023-02-09,15:30:00,2531,19093000000,96.58,,34.0,0.532,,,
2023-05-11,15:30:00,2531,21206000000,107.26,1031.6,,0.511,45478000000,-10474000000,-22215000000
2023-08-08,15:30:00,2531,4965000000,25.11,,27.0,0.512,,,
2023-11-09,15:30:00,2531,8043000000,40.69,,27.0,0.522,14922000000,-15796000000,-9711000000
2024-02-14,15:30:00,2531,13937000000,70.55,,27.0,0.518,,,
2024-05-10,15:30:00,2531,16176000000,82.09,1171.1,,0.523,29178000000,-19993000000,-13448000000
2024-08-08,15:30:00,2531,5170000000,26.48,,31.0,0.53,,,
2024-11-08,15:30:00,2531,9088000000,46.55,,31.0,0.54,6207000000,-2313000000,-9136000000
2025-02-13,16:00:00,2531,13002000000,66.59,,31.0,0.507,,,
2025-05-13,16:00:00,2531,16202000000,82.98,1255.93,,0.513,16155000000,-41562000000,6548000000
2025-08-08,16:00:00,2531,4145000000,21.31,,31.0,0.498,,,
2025-10-23,16:00:00,2531,,,,,,,,
2025-11-11,16:00:00,2531,5695000000,29.4,,31.0,0.498,5968000000,-18352000000,-6794000000
2026-02-13,16:00:00,2531,10557000000,54.59,,31.0,0.497,,,
