DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-11,15:00:00,2607,11014000000,128.14,1861.67,,0.446,38205000000,-17395000000,-19931000000
2021-08-05,15:00:00,2607,3535000000,41.13,1937.71,52.0,0.458,3158000000,-4517000000,-859000000
2021-11-09,15:00:00,2607,6015000000,69.98,1968.95,52.0,0.453,3116000000,-8192000000,254000000
2022-02-08,15:00:00,2607,9368000000,108.98,2033.82,52.0,0.434,1680000000,-12883000000,10407000000
2022-05-10,15:00:00,2607,11504000000,133.84,2168.13,,0.447,3537000000,-18807000000,9387000000
2022-08-04,15:00:00,2607,1858000000,21.62,2389.23,52.0,0.432,-11478000000,-2846000000,15506000000
2022-11-09,15:00:00,2607,3227000000,37.55,2502.39,52.0,0.433,-17239000000,-5575000000,22430000000
2023-02-08,15:00:00,2607,5062000000,58.89,2465.0,52.0,0.424,-13946000000,-11182000000,24286000000
2023-05-10,15:00:00,2607,6126000000,71.27,2359.34,,0.433,7594000000,-16487000000,9804000000
2023-08-08,15:00:00,2607,9070000000,105.51,2609.21,52.0,0.452,-2099000000,19802000000,1004000000
2023-11-07,15:00:00,2607,12365000000,143.84,2703.9,52.0,0.462,-1564000000,16359000000,-6873000000
2024-01-23,15:00:00,2607,,,,,,,,
2024-02-08,15:00:00,2607,4972000000,57.84,2585.56,52.0,0.46,19527000000,11878000000,-23499000000
2024-05-09,15:00:00,2607,6524000000,75.9,2700.95,,0.494,48242000000,8803000000,-50007000000
2024-05-27,15:00:00,2607,6524000000,75.9,2700.95,,0.494,48242000000,8803000000,-50007000000
2024-08-09,15:00:00,2607,4668000000,54.31,2789.32,52.0,0.439,-38642000000,-4372000000,47572000000
2024-11-11,15:30:00,2607,1007000000,11.71,2488.39,52.0,0.426,-26584000000,-8917000000,43790000000
2025-02-07,15:30:00,2607,-3230000000,-37.58,2584.85,52.0,0.393,-49738000000,-13148000000,72442000000
2025-02-07,15:30:00,2607,,,,,,,,
2025-05-12,15:30:00,2607,2230000000,25.95,2448.4,,0.353,-50631000000,-21738000000,114931000000
2025-08-08,15:30:00,2607,3248000000,37.78,,52.0,0.339,-12606000000,-23411000000,469000000
2025-11-11,15:30:00,2607,8539000000,99.32,,52.0,0.337,-9515000000,-33123000000,17374000000
2026-02-10,15:30:00,2607,16376000000,190.47,,52.0,0.352,-8958000000,-41163000000,19764000000
