DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-14,15:05:00,2502,33191000000,65.5,,109.0,0.367,,,
2021-08-02,15:00:00,2502,,,,,,,,
2021-08-02,19:30:00,2502,,,,,,,,
2021-08-10,15:00:00,2502,79315000000,156.53,,109.0,0.373,,,
2021-11-10,15:00:00,2502,124576000000,245.84,,109.0,0.374,,,
2022-02-15,15:00:00,2502,153500000000,302.92,3467.47,,0.386,337812000000,-14348000000,-320325000000
2022-05-16,15:00:00,2502,4346000000,8.58,,111.0,0.407,,,
2022-08-09,15:00:00,2502,57007000000,112.5,,111.0,0.419,,,
2022-11-10,15:00:00,2502,114468000000,225.91,,111.0,0.426,,,
2023-02-14,15:00:00,2502,151555000000,299.1,4067.12,,0.427,265991000000,-69186000000,-219556000000
2023-05-12,15:00:00,2502,19969000000,39.41,,115.0,0.43,,,
2023-08-09,15:00:00,2502,65798000000,129.86,,115.0,0.451,,,
2023-11-10,15:00:00,2502,133034000000,262.56,,115.0,0.455,,,
2024-02-13,15:00:00,2502,164073000000,323.82,4856.22,,0.465,347547000000,-117713000000,-226746000000
2024-05-14,15:00:00,2502,23830000000,47.03,,132.0,0.468,,,
2024-08-07,15:00:00,2502,76366000000,150.72,,,0.496,99449000000,-85765000000,-41775000000
2024-11-14,15:30:00,2502,139318000000,91.66,,,0.487,222138000000,-115960000000,-122207000000
2025-02-14,12:00:00,2502,192080000000,126.66,1775.82,,0.494,403723000000,-118665000000,-272784000000
2025-05-12,11:30:00,2502,21520000000,14.32,,52.0,0.483,-151531000000,-43097000000,186718000000
2025-08-07,11:30:00,2502,58725000000,39.07,,52.0,0.492,-2554000000,-121253000000,92703000000
