Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
167A,2024-03-31,2024-05-13,,,,,,,,,,,,,,,,,140.0,,415000000000,13000000000,11000000000,8000000000,199.88,,,,,
167A,2025-03-31,2024-08-08,,89800000000,1355000000,1054000000,4083000000,102.01,101.94,252587000000,133672000000,0.529,3339.06,,,,,,140.0,,415000000000,13000000000,11000000000,8000000000,199.88,,,,,
167A,2025-03-31,2024-11-08,,180057000000,3398000000,3333000000,5606000000,140.03,139.92,253597000000,130255000000,0.514,3250.27,-1569000000,-16881000000,15130000000,45633000000,,140.0,,370000000000,8000000000,7000000000,8000000000,199.8,,,,,
167A,2025-03-31,2024-11-08,,,,,,,,,,,,,,,,,,,370000000000,8000000000,7000000000,8000000000,199.8,,,,,
167A,2025-03-31,2025-02-07,,265573000000,5728000000,4898000000,7954000000,198.63,198.48,244667000000,133161000000,0.544,3322.81,,,,,,140.0,,370000000000,8000000000,7000000000,8000000000,199.8,,,,,
167A,2025-03-31,2025-05-14,2026-03-31,359811000000,8542000000,7133000000,9387000000,234.38,234.2,230502000000,131450000000,0.57,3280.12,13180000000,-15258000000,-17615000000,29674000000,140.0,,,,,,,,380000000000,9500000000,8000000000,6000000000,149.75
167A,2026-03-31,2025-08-08,,82330000000,1482000000,1207000000,2384000000,59.52,59.48,223987000000,129661000000,0.579,3235.49,,,,,,140.0,,380000000000,9500000000,8000000000,6000000000,149.75,,,,,
167A,2026-03-31,2025-11-12,,172249000000,3873000000,3254000000,3717000000,92.76,92.69,229945000000,132625000000,0.577,3306.54,60000000,2366000000,-4872000000,27731000000,,140.0,,370000000000,9500000000,8000000000,6000000000,149.75,,,,,
167A,2026-03-31,2026-02-10,,259198000000,6713000000,5807000000,5521000000,137.75,137.65,240998000000,134473000000,0.558,3352.64,,,,,,140.0,,370000000000,9500000000,8000000000,6000000000,149.75,,,,,
