DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-07,15:00:00,2501,-5199000000,-66.75,,42.0,0.242,,,
2021-08-06,15:00:00,2501,12341000000,158.42,,42.0,0.277,12834000000,22637000000,-43850000000
2021-11-05,15:00:00,2501,15731000000,201.95,,42.0,0.29,26931000000,17652000000,-51525000000
2022-02-10,15:00:00,2501,12331000000,158.3,2086.96,,0.273,30308000000,20729000000,-53080000000
2022-05-12,15:00:00,2501,-3993000000,-51.26,,42.0,0.27,-801000000,-3599000000,11613000000
2022-08-10,15:00:00,2501,-386000000,-4.96,,42.0,0.28,5499000000,-10501000000,3462000000
2022-11-09,15:00:00,2501,5299000000,68.02,,42.0,0.271,13457000000,-41942000000,30752000000
2023-02-06,15:00:00,2501,,,,,,,,
2023-02-15,15:00:00,2501,5450000000,69.96,2134.98,,0.26,7814000000,-46137000000,36465000000
2023-05-11,15:00:00,2501,-3596000000,-46.16,,45.0,0.261,13499000000,-2812000000,-13335000000
2023-08-10,15:00:00,2501,-5104000000,-65.52,,45.0,0.265,24568000000,-8946000000,-15663000000
2023-11-10,15:00:00,2501,3058000000,39.26,,45.0,0.274,38173000000,-15221000000,-19944000000
2024-02-14,15:00:00,2501,8724000000,111.99,2340.41,,0.275,45446000000,-16439000000,-27140000000
2024-05-14,15:00:00,2501,-1977000000,-25.38,,52.0,0.28,1658000000,-10778000000,8486000000
2024-08-13,15:00:00,2501,6080000000,78.04,,52.0,0.295,11051000000,-10901000000,288000000
2024-11-12,15:00:00,2501,11505000000,147.66,,52.0,0.299,29481000000,-8744000000,-14827000000
2025-01-30,15:00:00,2501,,,,,,,,
2025-02-14,15:00:00,2501,7714000000,99.0,2515.68,,0.295,36109000000,-5836000000,-25372000000
2025-05-13,15:00:00,2501,-4222000000,-54.18,,60.0,0.29,5273000000,-3340000000,-2359000000
2025-08-07,15:00:00,2501,1787000000,22.93,,60.0,0.305,10479000000,-3570000000,-9844000000
2025-11-12,14:00:00,2501,10892000000,139.72,,90.0,0.326,30826000000,-5799000000,-25385000000
2025-12-24,15:00:00,2501,,,,,,,,
2026-02-13,14:00:00,2501,19498000000,50.02,561.41,,0.335,44592000000,-2972000000,-42274000000
